study_id,case_id,parent_index,change_paths,seed,arm,candidate_status,candidate_program,field_hamming,behavioral_novelty,movement_novelty,construction_novelty,reproduction_novelty,initial_physical_sha256,pre_shock_state_sha256,established_at_shock,pre_shock_lineage_share,focal_survived_famine,shocked_lineage_share_auc,shadow_lineage_share_auc,lineage_share_auc_gap,shocked_lineage_alive_auc,shadow_lineage_alive_auc,lineage_alive_auc_gap,shocked_population_auc,shadow_population_auc,population_auc_gap,population_recovery_steps,population_recovery_censored,conservation_ok,pre_capacity_blocked_births,shocked_capacity_blocked_births,shadow_capacity_blocked_births,capacity_blocked_births
semantic-variation-v1,case-00,0,"[""movement"",""construction"",""reproduce_at""]",7102,random_same_mask,valid,"{""construction"":""until_nonzero"",""movement"":""default"",""reproduce_at"":28,""require_uncrowded"":false,""schema"":1,""traits"":{""construct"":1,""role"":""producer"",""taste"":1}}",3,0.638888888889,0.75,0.666666666667,0.5,sha256:4a0c2036a0b774d9a76313acad1cdc63869a11a581cfebc9f643294b46ce6be9,sha256:8a70ae0db5b7b82328e913cf662f8e10b5bbbf5df7a4e41a702be40073222949,False,0,False,0,0,0,0,0,0,1298,1734,-436,,True,True,0,0,0,0
semantic-variation-v1,case-00,0,"[""movement"",""construction"",""reproduce_at""]",7102,codex_agent_itt,valid,"{""construction"":""until_nonzero"",""movement"":""stay_if_fed"",""reproduce_at"":20,""require_uncrowded"":false,""schema"":1,""traits"":{""construct"":1,""role"":""producer"",""taste"":1}}",3,0.604166666667,0.8125,0.666666666667,0.333333333333,sha256:4a0c2036a0b774d9a76313acad1cdc63869a11a581cfebc9f643294b46ce6be9,sha256:4f7b00f0334e8d375361fffbbc2182cbaf46384438edbc453a0d067777f0956e,False,0,False,0,0,0,0,0,0,1298,1734,-436,,True,True,0,0,0,0
semantic-variation-v1,case-00,0,"[""movement"",""construction"",""reproduce_at""]",7103,parent,exact_parent,"{""construction"":""always"",""movement"":""seek_opposite"",""reproduce_at"":14,""require_uncrowded"":false,""schema"":1,""traits"":{""construct"":1,""role"":""producer"",""taste"":1}}",0,0,0,0,0,sha256:2a2e035fd8ff68b1a8c03537ac21e113ac00d11d77a96ab524ddaad15637c961,sha256:17633bab3514d7cd6fa759f1a731505f6daa445c465d1cb452d298489a7e4ff1,False,0,False,0,0,0,0,0,0,1356,1903,-547,12,False,True,0,0,0,0
semantic-variation-v1,case-00,0,"[""movement"",""construction"",""reproduce_at""]",7103,typed_macro,valid,"{""construction"":""until_nonzero"",""movement"":""seek_resource"",""reproduce_at"":18,""require_uncrowded"":false,""schema"":1,""traits"":{""construct"":1,""role"":""producer"",""taste"":1}}",3,0.527777777778,0.75,0.666666666667,0.166666666667,sha256:2a2e035fd8ff68b1a8c03537ac21e113ac00d11d77a96ab524ddaad15637c961,sha256:479facfe57f432112acb6e7cd3dc1ba3c8aa84d10e55420fa2a49f388a96474b,False,0,False,0,0,0,0,0,0,2765,3419,-654,38,False,True,0,0,0,0
semantic-variation-v1,case-00,0,"[""movement"",""construction"",""reproduce_at""]",7103,random_same_mask,valid,"{""construction"":""until_nonzero"",""movement"":""default"",""reproduce_at"":28,""require_uncrowded"":false,""schema"":1,""traits"":{""construct"":1,""role"":""producer"",""taste"":1}}",3,0.638888888889,0.75,0.666666666667,0.5,sha256:2a2e035fd8ff68b1a8c03537ac21e113ac00d11d77a96ab524ddaad15637c961,sha256:e98ddaddf71ab5bf325d3beb0f9c31688f32ed9847f9348a883d47c5ecd9ad6e,False,0,False,0,0,0,0,0,0,3033,3378,-345,39,False,True,0,0,0,0
semantic-variation-v1,case-00,0,"[""movement"",""construction"",""reproduce_at""]",7103,codex_agent_itt,valid,"{""construction"":""until_nonzero"",""movement"":""stay_if_fed"",""reproduce_at"":20,""require_uncrowded"":false,""schema"":1,""traits"":{""construct"":1,""role"":""producer"",""taste"":1}}",3,0.604166666667,0.8125,0.666666666667,0.333333333333,sha256:2a2e035fd8ff68b1a8c03537ac21e113ac00d11d77a96ab524ddaad15637c961,sha256:12bc0f58185ab48148f7509afbf7b3605772953101a1c7f9d08edee6aaed99fa,False,0,False,0,0,0,0,0,0,2322,3419,-1097,,True,True,0,0,0,0
semantic-variation-v1,case-00,0,"[""movement"",""construction"",""reproduce_at""]",7104,parent,exact_parent,"{""construction"":""always"",""movement"":""seek_opposite"",""reproduce_at"":14,""require_uncrowded"":false,""schema"":1,""traits"":{""construct"":1,""role"":""producer"",""taste"":1}}",0,0,0,0,0,sha256:68c05ab61f461132a9462697750238e243588b9ce96a23b739870db3e20fdf8b,sha256:3dc1f5313b5a61c1f09c441bbd411bc8533f4e9a07f04d30744b9680e9ce146b,False,0,False,0,0,0,0,0,0,1765,1845,-80,7,False,True,0,0,0,0
semantic-variation-v1,case-00,0,"[""movement"",""construction"",""reproduce_at""]",7104,typed_macro,valid,"{""construction"":""until_nonzero"",""movement"":""seek_resource"",""reproduce_at"":18,""require_uncrowded"":false,""schema"":1,""traits"":{""construct"":1,""role"":""producer"",""taste"":1}}",3,0.527777777778,0.75,0.666666666667,0.166666666667,sha256:68c05ab61f461132a9462697750238e243588b9ce96a23b739870db3e20fdf8b,sha256:d01f51a09861c3c6feace6c4401cf74290830ae74b48520b09b265c14c7f1846,False,0,False,0,0,0,0,0,0,2626,2571,55,20,False,True,0,0,0,0
semantic-variation-v1,case-00,0,"[""movement"",""construction"",""reproduce_at""]",7104,random_same_mask,valid,"{""construction"":""until_nonzero"",""movement"":""default"",""reproduce_at"":28,""require_uncrowded"":false,""schema"":1,""traits"":{""construct"":1,""role"":""producer"",""taste"":1}}",3,0.638888888889,0.75,0.666666666667,0.5,sha256:68c05ab61f461132a9462697750238e243588b9ce96a23b739870db3e20fdf8b,sha256:32fadac5df4ce1f2dd0791c8e29c8e8c5c6a8b7ac72cd693bb22eada492df949,False,0,False,0,0,0,0,0,0,1686,3567,-1881,,True,True,0,0,0,0
semantic-variation-v1,case-00,0,"[""movement"",""construction"",""reproduce_at""]",7104,codex_agent_itt,valid,"{""construction"":""until_nonzero"",""movement"":""stay_if_fed"",""reproduce_at"":20,""require_uncrowded"":false,""schema"":1,""traits"":{""construct"":1,""role"":""producer"",""taste"":1}}",3,0.604166666667,0.8125,0.666666666667,0.333333333333,sha256:68c05ab61f461132a9462697750238e243588b9ce96a23b739870db3e20fdf8b,sha256:55f0b2d1cef049e6d2c924434a06db3b2cfc55633cc42b48836b376e194285b9,False,0,False,0,0,0,0,0,0,900,1462,-562,,True,True,0,0,0,0
semantic-variation-v1,case-00,0,"[""movement"",""construction"",""reproduce_at""]",7105,parent,exact_parent,"{""construction"":""always"",""movement"":""seek_opposite"",""reproduce_at"":14,""require_uncrowded"":false,""schema"":1,""traits"":{""construct"":1,""role"":""producer"",""taste"":1}}",0,0,0,0,0,sha256:0de3e94243530c8699e44537a6d85f4e3a1b139c6b905a797a9a601763f8b541,sha256:ccba37786faf341053ff29ec3255ba6d4f55362d193873dd8f728fd29e427a98,False,0,False,0,0,0,0,0,0,1301,1793,-492,,True,True,0,0,0,0
semantic-variation-v1,case-00,0,"[""movement"",""construction"",""reproduce_at""]",7105,typed_macro,valid,"{""construction"":""until_nonzero"",""movement"":""seek_resource"",""reproduce_at"":18,""require_uncrowded"":false,""schema"":1,""traits"":{""construct"":1,""role"":""producer"",""taste"":1}}",3,0.527777777778,0.75,0.666666666667,0.166666666667,sha256:0de3e94243530c8699e44537a6d85f4e3a1b139c6b905a797a9a601763f8b541,sha256:1529a0c70f42f82d0a32dda5faa5774391694df987af5b3d07eee7482568e910,True,0.134102139406,True,25.1841269841,22.6398101898,2.54431679432,160,216,-56,392,599,-207,51,False,True,0,0,0,0
semantic-variation-v1,case-00,0,"[""movement"",""construction"",""reproduce_at""]",7105,random_same_mask,valid,"{""construction"":""until_nonzero"",""movement"":""default"",""reproduce_at"":28,""require_uncrowded"":false,""schema"":1,""traits"":{""construct"":1,""role"":""producer"",""taste"":1}}",3,0.638888888889,0.75,0.666666666667,0.5,sha256:0de3e94243530c8699e44537a6d85f4e3a1b139c6b905a797a9a601763f8b541,sha256:024a98b38957d6743714b06be4c6b862ecbf4ac5a552d0aa46f1c8f9708ea06b,False,0,False,0,0,0,0,0,0,84,57,27,9,False,True,0,0,0,0
semantic-variation-v1,case-00,0,"[""movement"",""construction"",""reproduce_at""]",7105,codex_agent_itt,valid,"{""construction"":""until_nonzero"",""movement"":""stay_if_fed"",""reproduce_at"":20,""require_uncrowded"":false,""schema"":1,""traits"":{""construct"":1,""role"":""producer"",""taste"":1}}",3,0.604166666667,0.8125,0.666666666667,0.333333333333,sha256:0de3e94243530c8699e44537a6d85f4e3a1b139c6b905a797a9a601763f8b541,sha256:a7257329ab3697013bce78b66416ddfe40cc23a9901d79e7f2ea2e8ddffdf1d1,True,0.0647362890732,True,22.2214618715,0.102631578947,22.1188302925,140,2,138,453,1044,-591,,True,True,0,0,0,0
semantic-variation-v1,case-00,0,"[""movement"",""construction"",""reproduce_at""]",7106,parent,exact_parent,"{""construction"":""always"",""movement"":""seek_opposite"",""reproduce_at"":14,""require_uncrowded"":false,""schema"":1,""traits"":{""construct"":1,""role"":""producer"",""taste"":1}}",0,0,0,0,0,sha256:7c38697a374c73c1dfd3a1bc30000c94ef176d36672d9fbb1612c8c44797f5ce,sha256:e4da4f0610c5eb91e1d88a0841fbe231a195324e6eb84b06917292fec57e8117,True,0.0554891443167,True,6.20828278992,0.0769230769231,6.131359713,123,1,122,1167,869,298,1,False,True,0,0,0,0
semantic-variation-v1,case-00,0,"[""movement"",""construction"",""reproduce_at""]",7106,typed_macro,valid,"{""construction"":""until_nonzero"",""movement"":""seek_resource"",""reproduce_at"":18,""require_uncrowded"":false,""schema"":1,""traits"":{""construct"":1,""role"":""producer"",""taste"":1}}",3,0.527777777778,0.75,0.666666666667,0.166666666667,sha256:7c38697a374c73c1dfd3a1bc30000c94ef176d36672d9fbb1612c8c44797f5ce,sha256:15a55b21828b6735fbef3a25e8fdfbdd7fbdb0455d3c643b6bcd782bb149a1e1,True,0.225333248528,True,15.4392515871,17.6494101935,-2.21015860641,338,504,-166,1317,1714,-397,11,False,True,0,0,0,0
semantic-variation-v1,case-00,0,"[""movement"",""construction"",""reproduce_at""]",7106,random_same_mask,valid,"{""construction"":""until_nonzero"",""movement"":""default"",""reproduce_at"":28,""require_uncrowded"":false,""schema"":1,""traits"":{""construct"":1,""role"":""producer"",""taste"":1}}",3,0.638888888889,0.75,0.666666666667,0.5,sha256:7c38697a374c73c1dfd3a1bc30000c94ef176d36672d9fbb1612c8c44797f5ce,sha256:9c7068fc2eb093fd3c96a6399799b3dd5b20706a9ceabc6b3a93e2a07c3bb381,True,0.0666836212327,False,0,0,0,0,0,0,721,1037,-316,5,False,True,0,0,0,0
semantic-variation-v1,case-00,0,"[""movement"",""construction"",""reproduce_at""]",7106,codex_agent_itt,valid,"{""construction"":""until_nonzero"",""movement"":""stay_if_fed"",""reproduce_at"":20,""require_uncrowded"":false,""schema"":1,""traits"":{""construct"":1,""role"":""producer"",""taste"":1}}",3,0.604166666667,0.8125,0.666666666667,0.333333333333,sha256:7c38697a374c73c1dfd3a1bc30000c94ef176d36672d9fbb1612c8c44797f5ce,sha256:4ecd6818956126f61adeaa3d9a5c2b800c848f617457f6bba0f9c3747d419c73,False,0.0421055668851,False,0,0,0,0,0,0,1444,1071,373,2,False,True,0,0,0,0
semantic-variation-v1,case-00,0,"[""movement"",""construction"",""reproduce_at""]",7107,parent,exact_parent,"{""construction"":""always"",""movement"":""seek_opposite"",""reproduce_at"":14,""require_uncrowded"":false,""schema"":1,""traits"":{""construct"":1,""role"":""producer"",""taste"":1}}",0,0,0,0,0,sha256:82e05853b640ba41a0ef5bd86c413edd2379b1f62a430d0783d27ce8f27ec096,sha256:9d7c2c64ac0da36587eaaaf4aa673f36cda1d1462c65694816eb5f5138aee619,False,0.0613616456008,False,0,0,0,0,0,0,890,1832,-942,,True,True,0,0,0,0
semantic-variation-v1,case-00,0,"[""movement"",""construction"",""reproduce_at""]",7107,typed_macro,valid,"{""construction"":""until_nonzero"",""movement"":""seek_resource"",""reproduce_at"":18,""require_uncrowded"":false,""schema"":1,""traits"":{""construct"":1,""role"":""producer"",""taste"":1}}",3,0.527777777778,0.75,0.666666666667,0.166666666667,sha256:82e05853b640ba41a0ef5bd86c413edd2379b1f62a430d0783d27ce8f27ec096,sha256:77bf60667cf3593897bb24db9e815e2107cab9cf75baf0a67c21a6382bf0c1e5,True,0.379225518845,True,31.4745693118,34.8786052699,-3.40403595802,402,654,-252,750,1127,-377,45,False,True,0,0,0,0
semantic-variation-v1,case-00,0,"[""movement"",""construction"",""reproduce_at""]",7107,random_same_mask,valid,"{""construction"":""until_nonzero"",""movement"":""default"",""reproduce_at"":28,""require_uncrowded"":false,""schema"":1,""traits"":{""construct"":1,""role"":""producer"",""taste"":1}}",3,0.638888888889,0.75,0.666666666667,0.5,sha256:82e05853b640ba41a0ef5bd86c413edd2379b1f62a430d0783d27ce8f27ec096,sha256:3192751ff27f118d916a9bb242476daad02979a0bb584651841778013310b079,False,0,False,0,0,0,0,0,0,1801,1582,219,12,False,True,0,0,0,0
semantic-variation-v1,case-00,0,"[""movement"",""construction"",""reproduce_at""]",7107,codex_agent_itt,valid,"{""construction"":""until_nonzero"",""movement"":""stay_if_fed"",""reproduce_at"":20,""require_uncrowded"":false,""schema"":1,""traits"":{""construct"":1,""role"":""producer"",""taste"":1}}",3,0.604166666667,0.8125,0.666666666667,0.333333333333,sha256:82e05853b640ba41a0ef5bd86c413edd2379b1f62a430d0783d27ce8f27ec096,sha256:a903ea21c73d2c828146cdcd93c766ae205d30e6d8c837f3721e4e0969802918,False,0.0168666271097,False,0,0,0,0,0,0,2163,2330,-167,7,False,True,0,0,0,0
semantic-variation-v1,case-01,0,"[""movement"",""construction"",""require_uncrowded""]",7100,parent,exact_parent,"{""construction"":""always"",""movement"":""seek_opposite"",""reproduce_at"":14,""require_uncrowded"":false,""schema"":1,""traits"":{""construct"":1,""role"":""producer"",""taste"":1}}",0,0,0,0,0,sha256:e8bff0e4c74a22ccec8ffbd79b1add7bc7ac2b9f75300c1f75b14bc2e7267e6f,sha256:9d670c9dba27bbb3d71b4ece07d4ea9da5a773f080c8c50a12dbfb5ab60e862e,False,0,False,0,0,0,0,0,0,1382,1704,-322,36,False,True,0,0,0,0
semantic-variation-v1,case-01,0,"[""movement"",""construction"",""require_uncrowded""]",7100,typed_macro,valid,"{""construction"":""until_nonzero"",""movement"":""seek_resource"",""reproduce_at"":14,""require_uncrowded"":true,""schema"":1,""traits"":{""construct"":1,""role"":""producer"",""taste"":1}}",3,0.583333333333,0.75,0.666666666667,0.333333333333,sha256:e8bff0e4c74a22ccec8ffbd79b1add7bc7ac2b9f75300c1f75b14bc2e7267e6f,sha256:c11eabc91c699279a68de66189332d2b38e020f30a05367ab950b387c2e0ac36,True,0.167042412944,True,0.983444127252,9.48216861776,-8.4987244905,16,279,-263,1793,1758,35,18,False,True,0,0,0,0
semantic-variation-v1,case-01,0,"[""movement"",""construction"",""require_uncrowded""]",7100,random_same_mask,valid,"{""construction"":""never"",""movement"":""default"",""reproduce_at"":14,""require_uncrowded"":true,""schema"":1,""traits"":{""construct"":1,""role"":""producer"",""taste"":1}}",3,0.694444444444,0.75,1,0.333333333333,sha256:e8bff0e4c74a22ccec8ffbd79b1add7bc7ac2b9f75300c1f75b14bc2e7267e6f,sha256:5706c45a41b51308abacc2002b07a1bf02423f05220e8c896c11ef31fc90267c,False,0,False,0,0,0,0,0,0,1372,1319,53,8,False,True,0,0,0,0
semantic-variation-v1,case-01,0,"[""movement"",""construction"",""require_uncrowded""]",7100,codex_agent_itt,valid,"{""construction"":""until_nonzero"",""movement"":""stay_if_fed"",""reproduce_at"":14,""require_uncrowded"":true,""schema"":1,""traits"":{""construct"":1,""role"":""producer"",""taste"":1}}",3,0.604166666667,0.8125,0.666666666667,0.333333333333,sha256:e8bff0e4c74a22ccec8ffbd79b1add7bc7ac2b9f75300c1f75b14bc2e7267e6f,sha256:1dcfdbcdb04ae514b7e3c934001abcceca49fce2569ca0d411e9ab2cefeb54cd,True,0.051939335447,True,0.13025210084,1.96270335883,-1.83245125799,2,63,-61,1405,1695,-290,32,False,True,0,0,0,0
semantic-variation-v1,case-01,0,"[""movement"",""construction"",""require_uncrowded""]",7101,parent,exact_parent,"{""construction"":""always"",""movement"":""seek_opposite"",""reproduce_at"":14,""require_uncrowded"":false,""schema"":1,""traits"":{""construct"":1,""role"":""producer"",""taste"":1}}",0,0,0,0,0,sha256:c8be15f73aff0fa2bcd29b2469cc25f09d83a06ddb9aeda7e778dcbfd197b782,sha256:06f4625c423b2988466b3273e7ed325b70442635cfc7508de7a3e006b127af02,True,0.0612045632189,False,0,0,0,0,0,0,2363,2394,-31,7,False,True,0,0,0,0
semantic-variation-v1,case-01,0,"[""movement"",""construction"",""require_uncrowded""]",7101,typed_macro,valid,"{""construction"":""until_nonzero"",""movement"":""seek_resource"",""reproduce_at"":14,""require_uncrowded"":true,""schema"":1,""traits"":{""construct"":1,""role"":""producer"",""taste"":1}}",3,0.583333333333,0.75,0.666666666667,0.333333333333,sha256:c8be15f73aff0fa2bcd29b2469cc25f09d83a06ddb9aeda7e778dcbfd197b782,sha256:c834c813e86c2409f1aba5e215474ba068f224bc2d32c1b7672edba1d93db0d7,False,0,False,0,0,0,0,0,0,1701,2464,-763,1,False,True,0,0,0,0
semantic-variation-v1,case-01,0,"[""movement"",""construction"",""require_uncrowded""]",7101,random_same_mask,valid,"{""construction"":""never"",""movement"":""default"",""reproduce_at"":14,""require_uncrowded"":true,""schema"":1,""traits"":{""construct"":1,""role"":""producer"",""taste"":1}}",3,0.694444444444,0.75,1,0.333333333333,sha256:c8be15f73aff0fa2bcd29b2469cc25f09d83a06ddb9aeda7e778dcbfd197b782,sha256:6ce2a49987266707bfd4335a74458aa65f07f14aa399b63f99bf9fcf5318578c,True,0.206988184287,True,11.1998440285,17.0138261885,-5.81398215994,201,356,-155,1078,1299,-221,45,False,True,0,0,0,0
semantic-variation-v1,case-01,0,"[""movement"",""construction"",""require_uncrowded""]",7101,codex_agent_itt,valid,"{""construction"":""until_nonzero"",""movement"":""stay_if_fed"",""reproduce_at"":14,""require_uncrowded"":true,""schema"":1,""traits"":{""construct"":1,""role"":""producer"",""taste"":1}}",3,0.604166666667,0.8125,0.666666666667,0.333333333333,sha256:c8be15f73aff0fa2bcd29b2469cc25f09d83a06ddb9aeda7e778dcbfd197b782,sha256:1907b34548763714a90bfcbcb9a22e3aee75e3fc0532ec169055385b8ecd9ab5,False,0,False,0,0,0,0,0,0,1977,2067,-90,9,False,True,0,0,0,0
semantic-variation-v1,case-01,0,"[""movement"",""construction"",""require_uncrowded""]",7102,parent,exact_parent,"{""construction"":""always"",""movement"":""seek_opposite"",""reproduce_at"":14,""require_uncrowded"":false,""schema"":1,""traits"":{""construct"":1,""role"":""producer"",""taste"":1}}",0,0,0,0,0,sha256:4a0c2036a0b774d9a76313acad1cdc63869a11a581cfebc9f643294b46ce6be9,sha256:f679209aa2828b18321460c10795527e275d9f1731aba65518a8c71790226d1d,False,0,False,0,0,0,0,0,0,232,187,45,2,False,True,0,0,0,0
semantic-variation-v1,case-01,0,"[""movement"",""construction"",""require_uncrowded""]",7102,typed_macro,valid,"{""construction"":""until_nonzero"",""movement"":""seek_resource"",""reproduce_at"":14,""require_uncrowded"":true,""schema"":1,""traits"":{""construct"":1,""role"":""producer"",""taste"":1}}",3,0.583333333333,0.75,0.666666666667,0.333333333333,sha256:4a0c2036a0b774d9a76313acad1cdc63869a11a581cfebc9f643294b46ce6be9,sha256:ddf36baa70b35ba4fa87adfbe91f72ab9194f03a9fcf6bc4f587b5dcaa13bf8d,False,0,False,0,0,0,0,0,0,1479,1768,-289,41,False,True,0,0,0,0
semantic-variation-v1,case-01,0,"[""movement"",""construction"",""require_uncrowded""]",7102,random_same_mask,valid,"{""construction"":""never"",""movement"":""default"",""reproduce_at"":14,""require_uncrowded"":true,""schema"":1,""traits"":{""construct"":1,""role"":""producer"",""taste"":1}}",3,0.694444444444,0.75,1,0.333333333333,sha256:4a0c2036a0b774d9a76313acad1cdc63869a11a581cfebc9f643294b46ce6be9,sha256:fba2530fc64c8a05bba2f1b8166b3759207cb450656077634d3ba88bcbf11a8b,True,0.0216829334953,True,4.50192734908,0,4.50192734908,155,0,155,1993,1833,160,5,False,True,0,0,0,0
semantic-variation-v1,case-01,0,"[""movement"",""construction"",""require_uncrowded""]",7102,codex_agent_itt,valid,"{""construction"":""until_nonzero"",""movement"":""stay_if_fed"",""reproduce_at"":14,""require_uncrowded"":true,""schema"":1,""traits"":{""construct"":1,""role"":""producer"",""taste"":1}}",3,0.604166666667,0.8125,0.666666666667,0.333333333333,sha256:4a0c2036a0b774d9a76313acad1cdc63869a11a581cfebc9f643294b46ce6be9,sha256:7973320f8c9ee4ebca734d3234fffeab1f54f92ea086206086a0815d042762d4,False,0,False,0,0,0,0,0,0,1430,2082,-652,,True,True,0,0,0,0
